Standard Name,Standard Description,Standard URL,Domain,Grade,Strand,Parent Standard
CCSS.Math.Content.HSF-IF.C.8b," Use the properties of exponents to interpret expressions for exponential functions. For example, identify percent rate of change in functions such as y = (1.02)t, y = (0.97)t, y = (1.01)12t, y = (1.2)t/10, and classify them as representing exponential growth or decay.",http://www.corestandards.org/Math/Content/HSF/IF/C/8/b,Interpreting Functions,High School: Functions,Analyze functions using different representations.,CCSS.Math.Content.HSF-IF.C.8
CCSS.Math.Content.HSF-IF.C.9," Compare properties of two functions each represented in a different way (algebraically, graphically, numerically in tables, or by verbal descriptions). ",http://www.corestandards.org/Math/Content/HSF/IF/C/9,Interpreting Functions,High School: Functions,Analyze functions using different representations.,
CCSS.Math.Content.HSF-BF.A.1, Write a function that describes a relationship between two quantities.,http://www.corestandards.org/Math/Content/HSF/BF/A/1,Building Functions,High School: Functions,Build a function that models a relationship between two quantities.,
CCSS.Math.Content.HSF-BF.A.1a," Determine an explicit expression, a recursive process, or steps for calculation from a context.",http://www.corestandards.org/Math/Content/HSF/BF/A/1/a,Building Functions,High School: Functions,Build a function that models a relationship between two quantities.,CCSS.Math.Content.HSF-BF.A.1
CCSS.Math.Content.HSF-BF.A.1b, Combine standard function types using arithmetic operations. ,http://www.corestandards.org/Math/Content/HSF/BF/A/1/b,Building Functions,High School: Functions,Build a function that models a relationship between two quantities.,CCSS.Math.Content.HSF-BF.A.1
CCSS.Math.Content.HSF-BF.A.1c, (+) Compose functions. ,http://www.corestandards.org/Math/Content/HSF/BF/A/1/c,Building Functions,High School: Functions,Build a function that models a relationship between two quantities.,CCSS.Math.Content.HSF-BF.A.1
CCSS.Math.Content.HSF-BF.A.2," Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.",http://www.corestandards.org/Math/Content/HSF/BF/A/2,Building Functions,High School: Functions,Build a function that models a relationship between two quantities.,
CCSS.Math.Content.HSF-BF.B.3, Identify the effect on the graph of replacing ,http://www.corestandards.org/Math/Content/HSF/BF/B/3,Building Functions,High School: Functions,Build new functions from existing functions.,
CCSS.Math.Content.HSF-BF.B.4,  Find inverse functions.,http://www.corestandards.org/Math/Content/HSF/BF/B/4,Building Functions,High School: Functions,Build new functions from existing functions.,
CCSS.Math.Content.HSF-BF.B.4a, Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. ,http://www.corestandards.org/Math/Content/HSF/BF/B/4/a,Building Functions,High School: Functions,Build new functions from existing functions.,CCSS.Math.Content.HSF-BF.B.4
CCSS.Math.Content.HSF-BF.B.4b, (+) Verify by composition that one function is the inverse of another.,http://www.corestandards.org/Math/Content/HSF/BF/B/4/b,Building Functions,High School: Functions,Build new functions from existing functions.,CCSS.Math.Content.HSF-BF.B.4
CCSS.Math.Content.HSF-BF.B.4c," (+) Read values of an inverse function from a graph or a table, given that the function has an inverse.",http://www.corestandards.org/Math/Content/HSF/BF/B/4/c,Building Functions,High School: Functions,Build new functions from existing functions.,CCSS.Math.Content.HSF-BF.B.4
CCSS.Math.Content.HSF-BF.B.4d, (+) Produce an invertible function from a non-invertible function by restricting the domain.,http://www.corestandards.org/Math/Content/HSF/BF/B/4/d,Building Functions,High School: Functions,Build new functions from existing functions.,CCSS.Math.Content.HSF-BF.B.4
CCSS.Math.Content.HSF-BF.B.5, (+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.,http://www.corestandards.org/Math/Content/HSF/BF/B/5,Building Functions,High School: Functions,Build new functions from existing functions.,
CCSS.Math.Content.HSF-LE.A.1, Distinguish between situations that can be modeled with linear functions and with exponential functions.,http://www.corestandards.org/Math/Content/HSF/LE/A/1,"Linear, Quadratic, & Exponential Models",High School: Functions,"Construct and compare linear, quadratic, and exponential models and solve problems.",
CCSS.Math.Content.HSF-LE.A.1a," Prove that linear functions grow by equal differences over equal intervals, and that exponential functions grow by equal factors over equal intervals.",http://www.corestandards.org/Math/Content/HSF/LE/A/1/a,"Linear, Quadratic, & Exponential Models",High School: Functions,"Construct and compare linear, quadratic, and exponential models and solve problems.",CCSS.Math.Content.HSF-LE.A.1
CCSS.Math.Content.HSF-LE.A.1b, Recognize situations in which one quantity changes at a constant rate per unit interval relative to another.,http://www.corestandards.org/Math/Content/HSF/LE/A/1/b,"Linear, Quadratic, & Exponential Models",High School: Functions,"Construct and compare linear, quadratic, and exponential models and solve problems.",CCSS.Math.Content.HSF-LE.A.1
CCSS.Math.Content.HSF-LE.A.1c, Recognize situations in which a quantity grows or decays by a constant percent rate per unit interval relative to another.,http://www.corestandards.org/Math/Content/HSF/LE/A/1/c,"Linear, Quadratic, & Exponential Models",High School: Functions,"Construct and compare linear, quadratic, and exponential models and solve problems.",CCSS.Math.Content.HSF-LE.A.1
CCSS.Math.Content.HSF-LE.A.2," Construct linear and exponential functions, including arithmetic and geometric sequences, given a graph, a description of a relationship, or two input-output pairs (include reading these from a table).",http://www.corestandards.org/Math/Content/HSF/LE/A/2,"Linear, Quadratic, & Exponential Models",High School: Functions,"Construct and compare linear, quadratic, and exponential models and solve problems.",
CCSS.Math.Content.HSF-LE.A.3," Observe using graphs and tables that a quantity increasing exponentially eventually exceeds a quantity increasing linearly, quadratically, or (more generally) as a polynomial function.",http://www.corestandards.org/Math/Content/HSF/LE/A/3,"Linear, Quadratic, & Exponential Models",High School: Functions,"Construct and compare linear, quadratic, and exponential models and solve problems.",
CCSS.Math.Content.HSF-LE.A.4," For exponential models, express as a logarithm the solution to ",http://www.corestandards.org/Math/Content/HSF/LE/A/4,"Linear, Quadratic, & Exponential Models",High School: Functions,"Construct and compare linear, quadratic, and exponential models and solve problems.",
CCSS.Math.Content.HSF-LE.B.5, Interpret the parameters in a linear or exponential function in terms of a context.,http://www.corestandards.org/Math/Content/HSF/LE/B/5,"Linear, Quadratic, & Exponential Models",High School: Functions,Interpret expressions for functions in terms of the situation they model.,
CCSS.Math.Content.HSF-TF.A.1, Understand radian measure of an angle as the length of the arc on the unit circle subtended by the angle.,http://www.corestandards.org/Math/Content/HSF/TF/A/1,Trigonometric Functions,High School: Functions,Extend the domain of trigonometric functions using the unit circle.,
CCSS.Math.Content.HSF-TF.A.2," Explain how the unit circle in the coordinate plane enables the extension of trigonometric functions to all real numbers, interpreted as radian measures of angles traversed counterclockwise around the unit circle.",http://www.corestandards.org/Math/Content/HSF/TF/A/2,Trigonometric Functions,High School: Functions,Extend the domain of trigonometric functions using the unit circle.,
CCSS.Math.Content.HSF-TF.A.3," (+) Use special triangles to determine geometrically the values of sine, cosine, tangent for π/3, π/4 and π/6, and use the unit circle to express the values of sine, cosines, and tangent for ",http://www.corestandards.org/Math/Content/HSF/TF/A/3,Trigonometric Functions,High School: Functions,Extend the domain of trigonometric functions using the unit circle.,
CCSS.Math.Content.HSF-TF.A.4, (+) Use the unit circle to explain symmetry (odd and even) and periodicity of trigonometric functions.,http://www.corestandards.org/Math/Content/HSF/TF/A/4,Trigonometric Functions,High School: Functions,Extend the domain of trigonometric functions using the unit circle.,
CCSS.Math.Content.HSF-TF.B.5," Choose trigonometric functions to model periodic phenomena with specified amplitude, frequency, and midline.",http://www.corestandards.org/Math/Content/HSF/TF/B/5,Trigonometric Functions,High School: Functions,Model periodic phenomena with trigonometric functions.,
CCSS.Math.Content.HSF-TF.B.6, (+) Understand that restricting a trigonometric function to a domain on which it is always increasing or always decreasing allows its inverse to be constructed.,http://www.corestandards.org/Math/Content/HSF/TF/B/6,Trigonometric Functions,High School: Functions,Model periodic phenomena with trigonometric functions.,
CCSS.Math.Content.HSF-TF.B.7," (+) Use inverse functions to solve trigonometric equations that arise in modeling contexts; evaluate the solutions using technology, and interpret them in terms of the context.",http://www.corestandards.org/Math/Content/HSF/TF/B/7,Trigonometric Functions,High School: Functions,Model periodic phenomena with trigonometric functions.,
CCSS.Math.Content.HSF-TF.C.8, Prove the Pythagorean identity sin,http://www.corestandards.org/Math/Content/HSF/TF/C/8,Trigonometric Functions,High School: Functions,Prove and apply trigonometric identities.,
CCSS.Math.Content.HSF-TF.C.9," (+) Prove the addition and subtraction formulas for sine, cosine, and tangent and use them to solve problems.",http://www.corestandards.org/Math/Content/HSF/TF/C/9,Trigonometric Functions,High School: Functions,Prove and apply trigonometric identities.,
CCSS.Math.Content.HSG-CO.A.1," Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc.",http://www.corestandards.org/Math/Content/HSG/CO/A/1,Congruence,High School: Geometry,Experiment with transformations in the plane,
CCSS.Math.Content.HSG-CO.A.2," Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch).",http://www.corestandards.org/Math/Content/HSG/CO/A/2,Congruence,High School: Geometry,Experiment with transformations in the plane,
CCSS.Math.Content.HSG-CO.A.3," Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself.",http://www.corestandards.org/Math/Content/HSG/CO/A/3,Congruence,High School: Geometry,Experiment with transformations in the plane,
CCSS.Math.Content.HSG-CO.A.4," Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments.",http://www.corestandards.org/Math/Content/HSG/CO/A/4,Congruence,High School: Geometry,Experiment with transformations in the plane,
CCSS.Math.Content.HSG-CO.A.5," Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another.",http://www.corestandards.org/Math/Content/HSG/CO/A/5,Congruence,High School: Geometry,Experiment with transformations in the plane,
CCSS.Math.Content.HSG-CO.B.6," Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent.",http://www.corestandards.org/Math/Content/HSG/CO/B/6,Congruence,High School: Geometry,Understand congruence in terms of rigid motions,
CCSS.Math.Content.HSG-CO.B.7, Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.,http://www.corestandards.org/Math/Content/HSG/CO/B/7,Congruence,High School: Geometry,Understand congruence in terms of rigid motions,
CCSS.Math.Content.HSG-CO.B.8," Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions.",http://www.corestandards.org/Math/Content/HSG/CO/B/8,Congruence,High School: Geometry,Understand congruence in terms of rigid motions,
CCSS.Math.Content.HSG-CO.C.9, Prove theorems about lines and angles. ,http://www.corestandards.org/Math/Content/HSG/CO/C/9,Congruence,High School: Geometry,Prove geometric theorems,
CCSS.Math.Content.HSG-CO.C.10,  Prove theorems about triangles. ,http://www.corestandards.org/Math/Content/HSG/CO/C/10,Congruence,High School: Geometry,Prove geometric theorems,
CCSS.Math.Content.HSG-CO.C.11, Prove theorems about parallelograms. ,http://www.corestandards.org/Math/Content/HSG/CO/C/11,Congruence,High School: Geometry,Prove geometric theorems,
CCSS.Math.Content.HSG-CO.D.12," Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). ",http://www.corestandards.org/Math/Content/HSG/CO/D/12,Congruence,High School: Geometry,Make geometric constructions,
CCSS.Math.Content.HSG-CO.D.13," Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle.",http://www.corestandards.org/Math/Content/HSG/CO/D/13,Congruence,High School: Geometry,Make geometric constructions,
CCSS.Math.Content.HSG-SRT.A.1, Verify experimentally the properties of dilations given by a center and a scale factor:,http://www.corestandards.org/Math/Content/HSG/SRT/A/1,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Understand similarity in terms of similarity transformations,
CCSS.Math.Content.HSG-SRT.A.1a," A dilation takes a line not passing through the center of the dilation to a parallel line, and leaves a line passing through the center unchanged.",http://www.corestandards.org/Math/Content/HSG/SRT/A/1/a,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Understand similarity in terms of similarity transformations,CCSS.Math.Content.HSG-SRT.A.1
CCSS.Math.Content.HSG-SRT.A.1b, The dilation of a line segment is longer or shorter in the ratio given by the scale factor.,http://www.corestandards.org/Math/Content/HSG/SRT/A/1/b,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Understand similarity in terms of similarity transformations,CCSS.Math.Content.HSG-SRT.A.1
CCSS.Math.Content.HSG-SRT.A.2," Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides.",http://www.corestandards.org/Math/Content/HSG/SRT/A/2,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Understand similarity in terms of similarity transformations,
CCSS.Math.Content.HSG-SRT.A.3,  Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.,http://www.corestandards.org/Math/Content/HSG/SRT/A/3,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Understand similarity in terms of similarity transformations,
CCSS.Math.Content.HSG-SRT.B.4, Prove theorems about triangles. ,http://www.corestandards.org/Math/Content/HSG/SRT/B/4,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Prove theorems involving similarity,
CCSS.Math.Content.HSG-SRT.B.5,Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.,http://www.corestandards.org/Math/Content/HSG/SRT/B/5,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Prove theorems involving similarity,
CCSS.Math.Content.HSG-SRT.C.6," Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.",http://www.corestandards.org/Math/Content/HSG/SRT/C/6,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Define trigonometric ratios and solve problems involving right triangles,
CCSS.Math.Content.HSG-SRT.C.7, Explain and use the relationship between the sine and cosine of complementary angles.,http://www.corestandards.org/Math/Content/HSG/SRT/C/7,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Define trigonometric ratios and solve problems involving right triangles,
CCSS.Math.Content.HSG-SRT.C.8, Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.,http://www.corestandards.org/Math/Content/HSG/SRT/C/8,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Define trigonometric ratios and solve problems involving right triangles,
CCSS.Math.Content.HSG-SRT.D.9, (+) Derive the formula ,http://www.corestandards.org/Math/Content/HSG/SRT/D/9,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Apply trigonometry to general triangles,
CCSS.Math.Content.HSG-SRT.D.10, (+) Prove the Laws of Sines and Cosines and use them to solve problems.,http://www.corestandards.org/Math/Content/HSG/SRT/D/10,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Apply trigonometry to general triangles,
CCSS.Math.Content.HSG-SRT.D.11," (+) Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces).",http://www.corestandards.org/Math/Content/HSG/SRT/D/11,"Similarity, Right Triangles, & Trigonometry",High School: Geometry,Apply trigonometry to general triangles,
CCSS.Math.Content.HSG-C.A.1, Prove that all circles are similar.,http://www.corestandards.org/Math/Content/HSG/C/A/1,Circles,High School: Geometry,Understand and apply theorems about circles,
CCSS.Math.Content.HSG-C.A.2," Identify and describe relationships among inscribed angles, radii, and chords. ",http://www.corestandards.org/Math/Content/HSG/C/A/2,Circles,High School: Geometry,Understand and apply theorems about circles,
CCSS.Math.Content.HSG-C.A.3,"Construct the inscribed and circumscribed circles of a triangle, and prove properties of angles for a quadrilateral inscribed in a circle.",http://www.corestandards.org/Math/Content/HSG/C/A/3,Circles,High School: Geometry,Understand and apply theorems about circles,
CCSS.Math.Content.HSG-C.A.4, (+) Construct a tangent line from a point outside a given circle to the circle.,http://www.corestandards.org/Math/Content/HSG/C/A/4,Circles,High School: Geometry,Understand and apply theorems about circles,
CCSS.Math.Content.HSG-C.B.5," Derive using similarity the fact that the length of the arc intercepted by an angle is proportional to the radius, and define the radian measure of the angle as the constant of proportionality; derive the formula for the area of a sector.",http://www.corestandards.org/Math/Content/HSG/C/B/5,Circles,High School: Geometry,Find arc lengths and areas of sectors of circles,
CCSS.Math.Content.HSG-GPE.A.1, Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.,http://www.corestandards.org/Math/Content/HSG/GPE/A/1,Expressing Geometric Properties with Equations,High School: Geometry,Translate between the geometric description and the equation for a conic section,
CCSS.Math.Content.HSG-GPE.A.2, Derive the equation of a parabola given a focus and directrix.,http://www.corestandards.org/Math/Content/HSG/GPE/A/2,Expressing Geometric Properties with Equations,High School: Geometry,Translate between the geometric description and the equation for a conic section,
CCSS.Math.Content.HSG-GPE.A.3," (+) Derive the equations of ellipses and hyperbolas given the foci, using the fact that the sum or difference of distances from the foci is constant.",http://www.corestandards.org/Math/Content/HSG/GPE/A/3,Expressing Geometric Properties with Equations,High School: Geometry,Translate between the geometric description and the equation for a conic section,
CCSS.Math.Content.HSG-GPE.B.4, Use coordinates to prove simple geometric theorems algebraically. ,http://www.corestandards.org/Math/Content/HSG/GPE/B/4,Expressing Geometric Properties with Equations,High School: Geometry,Use coordinates to prove simple geometric theorems algebraically,
CCSS.Math.Content.HSG-GPE.B.5,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point).",http://www.corestandards.org/Math/Content/HSG/GPE/B/5,Expressing Geometric Properties with Equations,High School: Geometry,Use coordinates to prove simple geometric theorems algebraically,
CCSS.Math.Content.HSG-GPE.B.6, Find the point on a directed line segment between two given points that partitions the segment in a given ratio.,http://www.corestandards.org/Math/Content/HSG/GPE/B/6,Expressing Geometric Properties with Equations,High School: Geometry,Use coordinates to prove simple geometric theorems algebraically,
CCSS.Math.Content.HSG-GPE.B.7," Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.",http://www.corestandards.org/Math/Content/HSG/GPE/B/7,Expressing Geometric Properties with Equations,High School: Geometry,Use coordinates to prove simple geometric theorems algebraically,
CCSS.Math.Content.HSG-GMD.A.1," Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. ",http://www.corestandards.org/Math/Content/HSG/GMD/A/1,Geometric Measurement & Dimension,High School: Geometry,Explain volume formulas and use them to solve problems,
CCSS.Math.Content.HSG-GMD.A.2, (+) Give an informal argument using Cavalieri’s principle for the formulas for the volume of a sphere and other solid figures.,http://www.corestandards.org/Math/Content/HSG/GMD/A/2,Geometric Measurement & Dimension,High School: Geometry,Explain volume formulas and use them to solve problems,
CCSS.Math.Content.HSG-GMD.A.3," Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.",http://www.corestandards.org/Math/Content/HSG/GMD/A/3,Geometric Measurement & Dimension,High School: Geometry,Explain volume formulas and use them to solve problems,
CCSS.Math.Content.HSG-GMD.B.4," Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",http://www.corestandards.org/Math/Content/HSG/GMD/B/4,Geometric Measurement & Dimension,High School: Geometry,Visualize relationships between two-dimensional and three-dimensional objects,
CCSS.Math.Content.HSG-MG.A.1," Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).",http://www.corestandards.org/Math/Content/HSG/MG/A/1,Modeling with Geometry,High School: Geometry,Apply geometric concepts in modeling situations,
CCSS.Math.Content.HSG-MG.A.2," Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).",http://www.corestandards.org/Math/Content/HSG/MG/A/2,Modeling with Geometry,High School: Geometry,Apply geometric concepts in modeling situations,
CCSS.Math.Content.HSG-MG.A.3," Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).",http://www.corestandards.org/Math/Content/HSG/MG/A/3,Modeling with Geometry,High School: Geometry,Apply geometric concepts in modeling situations,
CCSS.Math.Content.HSS-ID.A.1," Represent data with plots on the real number line (dot plots, histograms, and box plots).",http://www.corestandards.org/Math/Content/HSS/ID/A/1,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,"Summarize, represent, and interpret data on a single count or measurement variable",
CCSS.Math.Content.HSS-ID.A.2," Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.",http://www.corestandards.org/Math/Content/HSS/ID/A/2,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,"Summarize, represent, and interpret data on a single count or measurement variable",
CCSS.Math.Content.HSS-ID.A.3," Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",http://www.corestandards.org/Math/Content/HSS/ID/A/3,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,"Summarize, represent, and interpret data on a single count or measurement variable",
CCSS.Math.Content.HSS-ID.A.4," Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.",http://www.corestandards.org/Math/Content/HSS/ID/A/4,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,"Summarize, represent, and interpret data on a single count or measurement variable",
CCSS.Math.Content.HSS-ID.B.5," Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.",http://www.corestandards.org/Math/Content/HSS/ID/B/5,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,"Summarize, represent, and interpret data on two categorical and quantitative variables",
CCSS.Math.Content.HSS-ID.B.6," Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",http://www.corestandards.org/Math/Content/HSS/ID/B/6,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,"Summarize, represent, and interpret data on two categorical and quantitative variables",
CCSS.Math.Content.HSS-ID.B.6a," Fit a function to the data; use functions fitted to data to solve problems in the context of the data. Use given functions or choose a function suggested by the context. Emphasize linear, quadratic, and exponential models.",http://www.corestandards.org/Math/Content/HSS/ID/B/6/a,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,"Summarize, represent, and interpret data on two categorical and quantitative variables",CCSS.Math.Content.HSS-ID.B.6
CCSS.Math.Content.HSS-ID.B.6b, Informally assess the fit of a function by plotting and analyzing residuals.,http://www.corestandards.org/Math/Content/HSS/ID/B/6/b,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,"Summarize, represent, and interpret data on two categorical and quantitative variables",CCSS.Math.Content.HSS-ID.B.6
CCSS.Math.Content.HSS-ID.B.6c, Fit a linear function for a scatter plot that suggests a linear association.,http://www.corestandards.org/Math/Content/HSS/ID/B/6/c,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,"Summarize, represent, and interpret data on two categorical and quantitative variables",CCSS.Math.Content.HSS-ID.B.6
CCSS.Math.Content.HSS-ID.C.7,  Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.,http://www.corestandards.org/Math/Content/HSS/ID/C/7,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,Interpret linear models,
CCSS.Math.Content.HSS-ID.C.8, Compute (using technology) and interpret the correlation coefficient of a linear fit.,http://www.corestandards.org/Math/Content/HSS/ID/C/8,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,Interpret linear models,
CCSS.Math.Content.HSS-ID.C.9, Distinguish between correlation and causation.,http://www.corestandards.org/Math/Content/HSS/ID/C/9,Interpreting Categorical & Quantitative Data,High School: Statistics & Probability,Interpret linear models,
CCSS.Math.Content.HSS-IC.A.1, Understand statistics as a process for making inferences about population parameters based on a random sample from that population.,http://www.corestandards.org/Math/Content/HSS/IC/A/1,Making Inferences & Justifying Conclusions,High School: Statistics & Probability,Understand and evaluate random processes underlying statistical experiments,
CCSS.Math.Content.HSS-IC.A.2," Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation. ",http://www.corestandards.org/Math/Content/HSS/IC/A/2,Making Inferences & Justifying Conclusions,High School: Statistics & Probability,Understand and evaluate random processes underlying statistical experiments,
CCSS.Math.Content.HSS-IC.B.3," Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.",http://www.corestandards.org/Math/Content/HSS/IC/B/3,Making Inferences & Justifying Conclusions,High School: Statistics & Probability,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",
CCSS.Math.Content.HSS-IC.B.4, Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.,http://www.corestandards.org/Math/Content/HSS/IC/B/4,Making Inferences & Justifying Conclusions,High School: Statistics & Probability,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",
CCSS.Math.Content.HSS-IC.B.5, Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.,http://www.corestandards.org/Math/Content/HSS/IC/B/5,Making Inferences & Justifying Conclusions,High School: Statistics & Probability,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",
CCSS.Math.Content.HSS-IC.B.6, Evaluate reports based on data.,http://www.corestandards.org/Math/Content/HSS/IC/B/6,Making Inferences & Justifying Conclusions,High School: Statistics & Probability,"Make inferences and justify conclusions from sample surveys, experiments, and observational studies",
CCSS.Math.Content.HSS-CP.A.1,"  Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (“or,” “and,” “not”).",http://www.corestandards.org/Math/Content/HSS/CP/A/1,Conditional Probability & the Rules of Probability,High School: Statistics & Probability,Understand independence and conditional probability and use them to interpret data,
CCSS.Math.Content.HSS-CP.A.2, Understand that two events ,http://www.corestandards.org/Math/Content/HSS/CP/A/2,Conditional Probability & the Rules of Probability,High School: Statistics & Probability,Understand independence and conditional probability and use them to interpret data,
CCSS.Math.Content.HSS-CP.A.3, Understand the conditional probability of ,http://www.corestandards.org/Math/Content/HSS/CP/A/3,Conditional Probability & the Rules of Probability,High School: Statistics & Probability,Understand independence and conditional probability and use them to interpret data,
CCSS.Math.Content.HSS-CP.A.4, Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. ,http://www.corestandards.org/Math/Content/HSS/CP/A/4,Conditional Probability & the Rules of Probability,High School: Statistics & Probability,Understand independence and conditional probability and use them to interpret data,
CCSS.Math.Content.HSS-CP.A.5,  Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations. ,http://www.corestandards.org/Math/Content/HSS/CP/A/5,Conditional Probability & the Rules of Probability,High School: Statistics & Probability,Understand independence and conditional probability and use them to interpret data,
CCSS.Math.Content.HSS-CP.B.6, Find the conditional probability of ,http://www.corestandards.org/Math/Content/HSS/CP/B/6,Conditional Probability & the Rules of Probability,High School: Statistics & Probability,Use the rules of probability to compute probabilities of compound events.,
CCSS.Math.Content.HSS-CP.B.7," Apply the Addition Rule, P(A or B) = P(A) + P(B) – P(A and B), and interpret the answer in terms of the model.",http://www.corestandards.org/Math/Content/HSS/CP/B/7,Conditional Probability & the Rules of Probability,High School: Statistics & Probability,Use the rules of probability to compute probabilities of compound events.,
CCSS.Math.Content.HSS-CP.B.8," (+) Apply the general Multiplication Rule in a uniform probability model, P(A and B) = P(A)P(B|A) = P(B)P(A|B), and interpret the answer in terms of the model.",http://www.corestandards.org/Math/Content/HSS/CP/B/8,Conditional Probability & the Rules of Probability,High School: Statistics & Probability,Use the rules of probability to compute probabilities of compound events.,
